user_id,user_name,drinking_usage_litres,bathing_usage_litres,cooking_usage_litres,washing_usage_litres,other_usage_litres,total_usage_litres,Water_Usage_Category
65,Kismat Thakkar,2.94,53.23,54.26,67.77,26.93,205.13,High
66,Ivana Iyengar,1.6,55.65,15.27,36.11,6.6,115.23,Normal
67,Taimur Ramanathan,1.56,15.79,17.61,44.67,24.77,104.4,Normal
68,Sara Goda,4.99,28.7,9.73,73.12,20.97,137.51,High
69,Anya Hans,1.9,42.25,59.65,59.31,6.52,169.63,High
70,Renee Bath,3.26,53.79,48.64,69.86,30.46,206.01,High
71,Rati Dua,4.04,40.52,39.45,72.15,38.42,194.58,High
72,Devansh Kapadia,2.05,47.12,48.97,30.44,37.09,165.67,High
73,Shray Jayaraman,1.11,53.74,14.33,31.03,23.06,123.27,Normal
74,Madhup Batra,3.66,33.94,18.38,17.56,32.21,105.75,Normal
75,Aayush Shenoy,4.37,34.83,53.25,70.34,9.01,171.8,High
76,Purab Viswanathan,2.81,43.38,54.24,49.5,7.55,157.48,High
77,Zeeshan Shere,1.16,35.73,15.9,21.72,9.55,84.06,Low
78,Anahi Sachar,4.84,55.35,10.95,12.59,12.78,96.51,Low
79,Navya Doshi,1.65,49.94,52.58,44.55,34.41,183.13,High
80,Kartik Madan,1.3,27.21,52.46,19.48,35.74,136.19,High
81,Samarth Shenoy,1.55,45.54,11.93,54.12,26.61,139.75,High
82,Samar Chahal,4.75,12.46,48.52,58.54,11.09,135.36,High
83,Mamooty Kata,4.53,33.26,24.31,42.18,35.84,140.12,High
84,Saira Comar,3.76,20.1,21.4,57.86,17.9,121.02,Normal
85,Lavanya Kurian,1.73,57.66,7.96,41.06,10.65,119.06,Normal
86,Madhav Butala,3.27,34.3,53.9,68.71,5.28,165.46,High
87,Neysa Bir,4.59,42.25,35.96,21.52,35.45,139.77,High
88,Samar Gour,3.76,40.67,32.05,71.16,1.2,148.84,High
89,Pranay Varma,2.11,20.39,20.62,45.44,25.65,114.21,Normal
90,Baiju Balan,2.51,32.44,38.98,37.65,33.52,145.1,High
91,Oorja Goyal,1.63,42.4,46.88,15.26,37.58,143.75,High
92,Nehmat Yohannan,1.95,46.83,27.8,63.71,18.76,159.05,High
93,Samarth Bassi,2.28,35.96,8.98,29.17,33.21,109.6,Normal
94,Sana Majumdar,4.23,33.7,55.94,18.06,32.56,144.49,High
95,Kavya Taneja,2.75,50.65,43.35,45.32,16.49,158.56,High
96,Miraan Mannan,4.36,17.24,29.93,13.1,33.36,97.99,Low
97,Samarth Sampath,3.38,59.35,59.65,52.88,14.12,189.38,High
98,Samiha Shan,3.69,41.11,38.18,22.21,31.76,136.95,High
99,Dhanush Maharaj,1.56,18.69,44.09,75.31,5.75,145.4,High
100,Rhea Sama,4.7,57.47,32.51,58.09,31.22,183.99,High
1,Charvi Cherian,3.08,28.15,54.46,78.53,13.23,177.45,High
2,Romil Khosla,1.3,35.19,16.96,47.2,26.66,127.31,Normal
3,Keya Sharaf,2.68,21.81,13.37,29.29,36.96,104.11,Normal
4,Dhruv Sankaran,2.91,19.57,21.29,10.99,7.47,62.23,Low
5,Indrans Bhavsar,2.31,7.72,25.34,50.94,34.15,120.46,Normal
6,Tejas Lalla,2.84,31.29,18.64,70.22,34.86,157.85,High
7,Vivaan Vaidya,1.56,8.64,22.88,54.69,13.25,101.02,Normal
8,Khushi Chandran,1.91,20.53,9.09,68.13,31.24,130.9,Normal
9,Chirag Dugal,3.81,16.17,43.71,76.67,12.7,153.06,High
10,Kismat Bhalla,1.42,46.82,23.62,68.31,28.79,168.96,High
11,Alia D’Alia,1.18,35.79,53.22,59.7,21.53,171.42,High
12,Nitya Dyal,3.12,53.37,10.62,11.7,9.68,88.49,Low
13,Anaya Choudhary,2.91,27.99,55.16,76.4,39.89,202.35,High
14,Jiya Sandal,3.35,48.13,26.33,64.3,26.66,168.77,High
15,Tara Borra,2.89,53.61,19.13,65.2,26.18,167.01,High
16,Kiaan Cherian,3.42,42.39,43.19,75.46,7.12,171.58,High
17,Adira Lad,4.97,5.03,14.36,64.11,14.04,102.51,Normal
18,Reyansh Aggarwal,3.56,5.08,51.15,63.4,11.18,134.37,Normal
19,Ishaan Golla,3.58,57.13,44.23,33.25,39.0,177.19,High
20,Vihaan Kuruvilla,4.07,31.65,6.99,64.03,26.94,133.68,Normal
21,Madhav Swaminathan,4.16,10.0,46.36,11.18,15.51,87.21,Low
22,Reyansh Dasgupta,2.85,11.17,12.55,27.19,1.53,55.29,Low
23,Ryan Tata,4.31,57.14,40.37,59.92,35.54,197.28,High
24,Damini Kalita,1.79,6.38,54.99,53.69,38.76,155.61,High
25,Neysa Dhar,2.51,34.86,35.7,38.02,15.51,126.6,Normal
26,Arnav Chauhan,1.43,18.35,24.63,79.94,6.86,131.21,Normal
27,Rania Rastogi,2.42,52.57,15.62,76.49,26.65,173.75,High
28,Indrajit Ganguly,2.17,44.66,50.37,33.92,2.58,133.7,Normal
29,Akarsh Warrior,4.15,43.31,18.11,41.87,15.11,122.55,Normal
30,Ivan Sheth,2.31,47.09,9.97,58.45,8.39,126.21,Normal
31,Miraan Wali,4.09,47.37,5.28,19.72,33.76,110.22,Normal
32,Akarsh Doshi,1.18,18.34,11.89,18.79,16.93,67.13,Low
33,Sumer Ratti,2.05,32.48,56.28,17.93,30.02,138.76,High
34,Adah Subramaniam,4.54,16.88,21.32,53.66,35.23,131.63,Normal
35,Oorja Kashyap,2.02,54.93,11.83,17.43,7.41,93.62,Low
36,Misha Singhal,3.44,45.67,12.4,34.69,15.04,111.24,Normal
37,Yuvaan Lal,2.74,18.12,46.01,55.79,8.02,130.68,Normal
38,Vritika Sibal,3.12,54.5,52.79,9.66,21.94,142.01,High
39,Shaan Bassi,3.96,55.74,33.27,54.67,4.06,151.7,High
40,Rohan Roy,4.45,52.46,33.18,32.45,3.7,126.24,Normal
41,Kabir Tank,3.42,37.08,55.43,42.78,24.02,162.73,High
42,Anya Wagle,1.77,57.53,33.31,56.24,9.62,158.47,High
43,Kashvi Mandal,3.21,59.62,23.48,53.22,25.43,164.96,High
44,Eva Ganesh,2.1,5.73,37.92,45.65,11.22,102.62,Normal
45,Faiyaz Choudhry,4.51,39.92,24.25,46.15,39.96,154.79,High
46,Suhana Babu,4.3,45.86,49.58,79.7,4.01,183.45,High
47,Pihu Chandran,1.46,25.35,10.77,14.18,9.54,61.3,Low
48,Samar Acharya,3.02,25.28,56.53,38.0,6.09,128.92,Normal
49,Vanya Dhar,1.53,37.29,22.54,59.58,6.19,127.13,Normal
50,Indranil Tank,2.1,34.38,27.85,34.38,9.46,108.17,Normal
51,Arnav Sha,3.13,21.07,28.67,12.22,6.2,71.29,Low
52,Uthkarsh Suri,1.89,23.03,55.53,37.08,11.84,129.37,Normal
53,Mannat Bal,4.53,39.22,52.21,8.44,38.51,142.91,High
54,Umang Das,4.16,21.12,54.86,27.29,20.69,128.12,Normal
55,Shanaya Venkataraman,1.94,21.5,28.17,30.57,17.61,99.79,Low
56,Indrans Deol,1.99,9.15,9.36,77.04,17.17,114.71,Normal
57,Yuvaan Boase,2.24,34.54,7.13,9.18,27.23,80.32,Low
58,Romil Chakraborty,2.99,11.23,18.04,62.85,29.02,124.13,Normal
59,Anahita Ravel,4.23,11.2,49.07,17.79,30.49,112.78,Normal
60,Hunar Sachar,4.01,19.33,49.41,76.98,21.35,171.08,High
61,Anika Kumar,4.92,29.39,52.32,75.94,33.37,195.94,High
62,Shayak Bassi,4.81,8.46,58.92,61.65,13.85,147.69,High
63,Rasha Sundaram,4.98,24.61,19.99,73.41,34.79,157.78,High
64,Navya Vasa,3.33,21.42,13.56,18.31,12.82,69.44,Low
65,Kismat Thakkar,2.94,46.67,40.85,8.23,8.85,107.54,Normal
66,Ivana Iyengar,1.44,20.42,26.5,76.15,33.66,158.17,High
67,Taimur Ramanathan,3.52,51.09,29.47,43.9,33.51,161.49,High
68,Sara Goda,4.1,58.96,58.16,51.79,8.56,181.57,High
69,Anya Hans,4.9,16.29,12.51,40.9,33.35,107.95,Normal
70,Renee Bath,3.49,55.47,28.32,56.91,2.47,146.66,High
71,Rati Dua,2.27,55.41,19.77,18.82,17.45,113.72,Normal
72,Devansh Kapadia,3.35,15.3,43.18,32.23,14.71,108.77,Normal
73,Shray Jayaraman,2.35,46.14,22.8,38.42,6.68,116.39,Normal
74,Madhup Batra,1.54,10.6,16.94,12.12,35.54,76.74,Low
75,Aayush Shenoy,4.04,38.83,10.75,42.08,35.98,131.68,Normal
76,Purab Viswanathan,4.67,51.96,52.58,10.96,7.69,127.86,Normal
77,Zeeshan Shere,2.95,56.92,12.54,12.5,1.83,86.74,Low
78,Anahi Sachar,1.44,15.21,29.49,45.21,30.7,122.05,Normal
79,Navya Doshi,3.38,12.44,37.64,57.65,16.77,127.88,Normal
80,Kartik Madan,1.9,6.13,17.28,55.91,31.75,112.97,Normal
81,Samarth Shenoy,4.36,47.88,50.63,50.59,7.88,161.34,High
82,Samar Chahal,4.84,29.91,14.87,27.58,20.37,97.57,Low
83,Mamooty Kata,2.05,51.63,21.97,19.59,34.49,129.73,Normal
84,Saira Comar,1.24,38.58,32.74,17.94,31.05,121.55,Normal
85,Lavanya Kurian,4.56,41.12,57.91,6.89,21.39,131.87,Normal
86,Madhav Butala,1.43,50.64,39.1,49.36,12.37,152.9,High
87,Neysa Bir,1.38,22.44,39.15,37.02,38.26,138.25,High
88,Samar Gour,2.12,11.43,11.28,30.85,6.0,61.68,Low
89,Pranay Varma,1.34,43.23,13.74,63.79,13.8,135.9,High
90,Baiju Balan,3.77,45.96,16.99,68.5,11.01,146.23,High
91,Oorja Goyal,1.82,49.29,52.09,28.29,34.69,166.18,High
92,Nehmat Yohannan,4.41,41.25,6.97,7.72,3.14,63.49,Low
93,Samarth Bassi,1.02,49.91,16.58,6.61,24.23,98.35,Low
94,Sana Majumdar,1.52,22.62,45.14,8.69,37.6,115.57,Normal
95,Kavya Taneja,2.48,21.89,33.18,52.06,18.47,128.08,Normal
96,Miraan Mannan,2.6,33.14,11.97,37.92,2.62,88.25,Low
97,Samarth Sampath,1.5,26.5,57.63,77.52,12.14,175.29,High
98,Samiha Shan,3.86,10.08,50.45,24.42,22.04,110.85,Normal
99,Dhanush Maharaj,4.15,37.07,48.85,24.0,29.15,143.22,High
100,Rhea Sama,1.29,30.97,13.69,5.67,31.27,82.89,Low
1,Charvi Cherian,2.16,8.86,11.26,65.95,14.58,102.81,Normal
2,Romil Khosla,2.02,43.19,21.6,12.71,16.41,95.93,Low
3,Keya Sharaf,3.17,41.51,34.06,69.44,23.8,171.98,High
4,Dhruv Sankaran,2.35,28.98,19.74,78.09,10.77,139.93,High
5,Indrans Bhavsar,1.41,56.52,49.74,75.8,15.21,198.68,High
6,Tejas Lalla,4.0,8.72,57.27,20.84,5.76,96.59,Low
7,Vivaan Vaidya,4.87,12.15,16.0,13.28,29.43,75.73,Low
8,Khushi Chandran,1.75,27.42,47.13,37.15,28.86,142.31,High
9,Chirag Dugal,4.46,51.66,37.92,10.93,24.97,129.94,Normal
10,Kismat Bhalla,2.28,10.91,59.64,38.29,33.29,144.41,High
11,Alia D’Alia,1.37,16.21,7.78,74.52,24.63,124.51,Normal
12,Nitya Dyal,3.63,27.08,6.66,15.51,17.67,70.55,Low
13,Anaya Choudhary,1.66,27.43,40.61,57.43,22.21,149.34,High
14,Jiya Sandal,1.14,15.17,29.29,72.26,24.14,142.0,High
15,Tara Borra,4.77,8.27,24.45,7.2,13.84,58.53,Low
16,Kiaan Cherian,3.17,52.98,5.99,24.38,24.85,111.37,Normal
17,Adira Lad,2.67,28.84,20.86,12.45,7.3,72.12,Low
18,Reyansh Aggarwal,3.69,29.78,9.87,74.72,29.03,147.09,High
19,Ishaan Golla,2.49,57.56,58.86,9.26,29.83,158.0,High
20,Vihaan Kuruvilla,3.1,19.77,38.16,43.58,36.76,141.37,High
21,Madhav Swaminathan,4.37,19.25,11.68,37.62,27.47,100.39,Normal
22,Reyansh Dasgupta,1.76,19.49,9.85,32.59,5.59,69.28,Low
23,Ryan Tata,4.04,33.37,56.75,16.78,24.34,135.28,High
24,Damini Kalita,3.43,31.01,28.41,55.51,14.05,132.41,Normal
25,Neysa Dhar,1.07,58.9,24.03,9.67,16.26,109.93,Normal
26,Arnav Chauhan,4.42,6.25,37.36,56.91,16.86,121.8,Normal
27,Rania Rastogi,1.02,21.54,44.21,38.77,14.42,119.96,Normal
28,Indrajit Ganguly,1.69,46.86,57.61,44.98,21.34,172.48,High
29,Akarsh Warrior,1.45,42.53,59.27,74.23,27.24,204.72,High
30,Ivan Sheth,4.57,43.59,7.15,7.87,16.4,79.58,Low
31,Miraan Wali,4.32,5.53,24.58,33.39,39.42,107.24,Normal
32,Akarsh Doshi,2.68,9.25,53.31,21.75,8.22,95.21,Low
33,Sumer Ratti,4.34,7.93,6.67,48.77,34.13,101.84,Normal
34,Adah Subramaniam,2.47,6.73,13.81,25.74,21.19,69.94,Low
35,Oorja Kashyap,4.61,14.94,8.37,69.28,1.15,98.35,Low
36,Misha Singhal,2.29,15.55,58.06,33.67,1.14,110.71,Normal
37,Yuvaan Lal,3.88,44.6,15.94,39.61,2.71,106.74,Normal
38,Vritika Sibal,3.44,57.24,28.82,75.09,7.22,171.81,High
39,Shaan Bassi,3.94,44.54,42.18,39.57,31.05,161.28,High
40,Rohan Roy,3.14,13.68,19.97,6.99,37.38,81.16,Low
41,Kabir Tank,1.83,21.61,11.58,52.14,21.91,109.07,Normal
42,Anya Wagle,4.31,8.57,10.12,10.19,9.73,42.92,Low
43,Kashvi Mandal,1.49,54.98,54.23,17.42,9.19,137.31,High
44,Eva Ganesh,2.47,10.51,22.99,25.11,15.21,76.29,Low
45,Faiyaz Choudhry,3.35,41.48,34.77,28.18,36.36,144.14,High
46,Suhana Babu,3.08,51.9,23.99,47.35,24.95,151.27,High
47,Pihu Chandran,2.93,16.59,51.3,51.79,2.23,124.84,Normal
48,Samar Acharya,1.66,32.24,31.34,75.69,8.14,149.07,High
49,Vanya Dhar,3.35,39.03,56.18,33.33,39.34,171.23,High
50,Indranil Tank,3.59,18.48,13.29,75.18,8.07,118.61,Normal
51,Arnav Sha,4.31,56.34,52.74,28.38,36.03,177.8,High
52,Uthkarsh Suri,1.25,37.79,7.56,6.06,37.2,89.86,Low
53,Mannat Bal,2.11,54.4,7.03,16.25,32.01,111.8,Normal
54,Umang Das,2.1,55.09,9.7,68.38,3.24,138.51,High
55,Shanaya Venkataraman,4.36,47.83,16.23,53.25,13.92,135.59,High
56,Indrans Deol,1.34,9.66,14.53,11.17,29.51,66.21,Low
57,Yuvaan Boase,1.31,16.89,22.71,5.67,22.69,69.27,Low
58,Romil Chakraborty,4.0,13.91,9.74,56.52,24.29,108.46,Normal
59,Anahita Ravel,2.79,26.43,45.8,30.46,7.53,113.01,Normal
60,Hunar Sachar,1.01,39.59,26.62,15.01,25.83,108.06,Normal
61,Anika Kumar,2.48,13.45,51.2,17.66,18.85,103.64,Normal
62,Shayak Bassi,4.35,20.64,7.8,22.01,19.82,74.62,Low
63,Rasha Sundaram,1.01,9.51,6.4,44.2,14.62,75.74,Low
64,Navya Vasa,2.33,31.55,21.29,72.21,4.17,131.55,Normal
65,Kismat Thakkar,1.67,21.28,12.88,71.32,4.4,111.55,Normal
66,Ivana Iyengar,2.25,31.82,21.83,72.94,24.79,153.63,High
67,Taimur Ramanathan,4.36,34.91,50.79,6.7,32.64,129.4,Normal
68,Sara Goda,2.6,29.56,26.69,17.08,33.38,109.31,Normal
69,Anya Hans,4.58,29.25,40.52,27.68,17.63,119.66,Normal
70,Renee Bath,2.87,55.45,24.68,17.89,23.6,124.49,Normal
71,Rati Dua,2.94,45.8,33.45,79.97,29.61,191.77,High
72,Devansh Kapadia,4.23,27.22,37.81,63.79,21.99,155.04,High
73,Shray Jayaraman,2.86,12.29,32.88,36.71,2.94,87.68,Low
74,Madhup Batra,1.64,29.62,15.41,19.44,3.11,69.22,Low
75,Aayush Shenoy,3.07,52.35,6.7,19.0,19.21,100.33,Normal
76,Purab Viswanathan,2.01,22.34,27.07,38.04,9.92,99.38,Low
77,Zeeshan Shere,1.05,45.67,24.28,55.48,28.92,155.4,High
78,Anahi Sachar,3.82,54.45,44.22,72.7,30.37,205.56,High
79,Navya Doshi,2.77,33.56,23.85,52.02,30.22,142.42,High
80,Kartik Madan,2.83,9.52,9.11,43.03,26.1,90.59,Low
81,Samarth Shenoy,4.27,30.57,23.31,27.37,6.25,91.77,Low
82,Samar Chahal,3.07,46.82,44.83,51.27,15.22,161.21,High
83,Mamooty Kata,2.47,59.11,32.24,58.74,3.38,155.94,High
84,Saira Comar,4.99,55.35,35.39,62.85,21.38,179.96,High
85,Lavanya Kurian,2.38,36.85,21.51,36.27,7.97,104.98,Normal
86,Madhav Butala,3.54,40.16,15.96,74.36,13.84,147.86,High
87,Neysa Bir,1.78,56.29,49.57,59.75,5.78,173.17,High
88,Samar Gour,3.7,9.14,50.58,14.62,24.27,102.31,Normal
89,Pranay Varma,4.92,34.41,30.23,74.53,9.41,153.5,High
90,Baiju Balan,2.73,43.89,14.93,28.34,7.54,97.43,Low
91,Oorja Goyal,4.58,17.63,33.83,32.2,32.27,120.51,Normal
92,Nehmat Yohannan,2.62,59.94,28.94,31.88,15.3,138.68,High
93,Samarth Bassi,2.02,16.01,35.28,38.66,39.76,131.73,Normal
94,Sana Majumdar,1.24,15.63,43.21,24.47,31.84,116.39,Normal
95,Kavya Taneja,3.35,47.03,35.64,48.85,8.93,143.8,High
96,Miraan Mannan,1.57,47.7,35.3,50.3,26.26,161.13,High
97,Samarth Sampath,4.43,6.14,35.05,7.3,16.41,69.33,Low
98,Samiha Shan,3.42,28.64,36.5,48.48,22.01,139.05,High
99,Dhanush Maharaj,3.74,24.43,28.52,36.35,26.14,119.18,Normal
100,Rhea Sama,4.93,23.04,26.15,18.07,36.7,108.89,Normal
1,Charvi Cherian,1.03,8.58,32.83,46.69,8.84,97.97,Low
2,Romil Khosla,3.89,5.19,43.66,28.04,34.19,114.97,Normal
3,Keya Sharaf,3.77,9.84,53.07,36.05,37.85,140.58,High
4,Dhruv Sankaran,2.39,17.81,8.82,48.3,5.91,83.23,Low
5,Indrans Bhavsar,2.99,24.88,32.32,45.62,34.11,139.92,High
6,Tejas Lalla,1.82,6.97,7.65,57.05,15.96,89.45,Low
7,Vivaan Vaidya,1.77,32.62,57.94,14.13,5.35,111.81,Normal
8,Khushi Chandran,3.06,31.64,15.18,26.39,4.69,80.96,Low
9,Chirag Dugal,3.73,46.21,22.71,21.49,3.19,97.33,Low
10,Kismat Bhalla,3.02,11.27,6.71,79.53,23.46,123.99,Normal
11,Alia D’Alia,1.74,40.84,12.08,53.82,9.08,117.56,Normal
12,Nitya Dyal,4.71,40.16,51.65,65.82,4.79,167.13,High
13,Anaya Choudhary,1.16,44.24,38.0,67.99,33.97,185.36,High
14,Jiya Sandal,1.84,57.35,44.58,24.44,17.93,146.14,High
15,Tara Borra,2.17,29.67,33.62,25.09,25.04,115.59,Normal
16,Kiaan Cherian,2.86,36.12,31.83,20.88,20.14,111.83,Normal
17,Adira Lad,1.6,13.97,17.79,48.3,32.47,114.13,Normal
18,Reyansh Aggarwal,2.3,39.82,27.04,5.0,2.0,76.16,Low
19,Ishaan Golla,2.24,11.06,55.68,14.99,9.41,93.38,Low
20,Vihaan Kuruvilla,2.64,56.38,50.21,66.92,25.51,201.66,High
21,Madhav Swaminathan,3.64,41.98,20.89,44.5,21.38,132.39,Normal
22,Reyansh Dasgupta,2.12,59.35,45.07,14.46,21.36,142.36,High
23,Ryan Tata,3.34,5.66,58.39,69.56,23.87,160.82,High
24,Damini Kalita,3.79,36.32,41.46,23.74,13.32,118.63,Normal
25,Neysa Dhar,4.36,14.13,42.77,48.92,20.15,130.33,Normal
26,Arnav Chauhan,4.46,57.95,46.6,9.42,28.37,146.8,High
27,Rania Rastogi,3.38,23.4,39.37,74.53,22.71,163.39,High
28,Indrajit Ganguly,3.8,13.22,19.99,11.05,9.39,57.45,Low
29,Akarsh Warrior,2.01,19.61,17.21,61.35,16.71,116.89,Normal
30,Ivan Sheth,3.62,53.08,49.78,8.98,17.37,132.83,Normal
31,Miraan Wali,4.4,56.36,17.4,72.05,3.82,154.03,High
32,Akarsh Doshi,1.27,44.44,57.03,40.53,28.78,172.05,High
33,Sumer Ratti,4.73,59.0,52.74,43.86,9.62,169.95,High
34,Adah Subramaniam,1.25,45.3,41.38,5.76,4.14,97.83,Low
35,Oorja Kashyap,1.8,44.61,27.26,23.96,16.87,114.5,Normal
36,Misha Singhal,3.99,24.93,31.44,7.44,30.29,98.09,Low
37,Yuvaan Lal,2.88,9.57,29.44,20.34,31.49,93.72,Low
38,Vritika Sibal,4.8,37.14,24.8,12.35,5.12,84.21,Low
39,Shaan Bassi,4.33,51.39,38.6,18.4,11.18,123.9,Normal
40,Rohan Roy,2.45,18.3,49.04,29.72,25.94,125.45,Normal
41,Kabir Tank,4.54,15.38,31.0,8.89,29.8,89.61,Low
42,Anya Wagle,1.41,5.98,35.95,73.6,23.14,140.08,High
43,Kashvi Mandal,2.36,11.54,42.62,77.66,36.22,170.4,High
44,Eva Ganesh,3.9,5.16,22.46,34.37,2.35,68.24,Low
45,Faiyaz Choudhry,2.02,45.66,15.13,39.77,9.43,112.01,Normal
46,Suhana Babu,4.2,47.32,38.11,13.83,24.72,128.18,Normal
47,Pihu Chandran,4.6,25.78,48.32,42.6,10.8,132.1,Normal
48,Samar Acharya,1.72,23.27,34.49,5.09,12.79,77.36,Low
49,Vanya Dhar,1.33,56.42,31.91,31.6,4.79,126.05,Normal
50,Indranil Tank,4.16,32.35,9.31,42.86,18.12,106.8,Normal
51,Arnav Sha,2.19,56.48,30.37,39.61,29.42,158.07,High
52,Uthkarsh Suri,4.04,22.58,39.99,54.95,27.73,149.29,High
53,Mannat Bal,4.12,30.66,45.78,27.25,38.35,146.16,High
54,Umang Das,4.39,33.29,30.15,59.36,6.88,134.07,Normal
55,Shanaya Venkataraman,3.83,28.26,51.39,29.65,9.05,122.18,Normal
56,Indrans Deol,1.36,24.64,27.74,58.12,14.57,126.43,Normal
57,Yuvaan Boase,2.26,49.74,24.42,32.96,20.37,129.75,Normal
58,Romil Chakraborty,3.27,35.96,44.25,66.45,36.64,186.57,High
59,Anahita Ravel,2.84,50.33,10.6,40.56,36.37,140.7,High
60,Hunar Sachar,1.18,27.31,46.29,67.87,4.51,147.16,High
61,Anika Kumar,3.62,30.42,42.02,20.09,26.01,122.16,Normal
62,Shayak Bassi,4.1,16.93,21.14,44.48,39.94,126.59,Normal
63,Rasha Sundaram,1.23,52.03,28.16,43.66,6.32,131.4,Normal
64,Navya Vasa,3.98,45.71,10.87,10.87,27.77,99.2,Low
65,Kismat Thakkar,2.87,17.55,48.65,12.6,38.24,119.91,Normal
66,Ivana Iyengar,4.31,31.38,12.63,34.18,12.29,94.79,Low
67,Taimur Ramanathan,1.88,38.62,47.6,45.79,2.83,136.72,High
68,Sara Goda,3.58,22.39,15.18,49.43,8.32,98.9,Low
69,Anya Hans,4.81,58.9,50.64,11.71,37.71,163.77,High
70,Renee Bath,2.52,18.16,14.96,39.46,17.57,92.67,Low
71,Rati Dua,3.15,45.06,21.16,21.95,39.63,130.95,Normal
72,Devansh Kapadia,4.87,50.1,42.08,52.28,26.99,176.32,High
73,Shray Jayaraman,4.8,14.73,55.62,5.63,10.38,91.16,Low
74,Madhup Batra,2.17,58.29,47.32,56.46,10.28,174.52,High
75,Aayush Shenoy,1.25,51.92,21.51,66.51,31.42,172.61,High
76,Purab Viswanathan,4.22,28.74,32.36,28.74,38.16,132.22,Normal
77,Zeeshan Shere,1.76,18.6,58.5,25.3,8.88,113.04,Normal
78,Anahi Sachar,3.36,42.21,5.77,41.43,2.74,95.51,Low
79,Navya Doshi,2.58,16.31,7.31,30.1,5.47,61.77,Low
80,Kartik Madan,2.11,59.3,29.86,71.98,9.02,172.27,High
81,Samarth Shenoy,2.53,26.88,15.09,56.14,11.87,112.51,Normal
82,Samar Chahal,2.54,51.81,37.29,55.23,10.5,157.37,High
83,Mamooty Kata,2.64,19.15,58.95,6.58,27.51,114.83,Normal
84,Saira Comar,2.36,20.69,11.63,62.62,19.19,116.49,Normal
85,Lavanya Kurian,1.85,56.89,54.75,67.54,9.18,190.21,High
86,Madhav Butala,3.34,22.06,55.95,62.44,34.44,178.23,High
87,Neysa Bir,3.24,52.63,37.19,75.87,37.66,206.59,High
88,Samar Gour,2.41,27.28,7.5,5.29,2.18,44.66,Low
89,Pranay Varma,4.57,35.12,49.42,71.85,2.45,163.41,High
90,Baiju Balan,4.41,33.14,15.52,38.4,5.66,97.13,Low
91,Oorja Goyal,3.11,34.89,30.3,20.0,3.01,91.31,Low
92,Nehmat Yohannan,2.61,51.06,31.03,53.75,30.65,169.1,High
93,Samarth Bassi,4.45,10.24,41.95,54.95,7.93,119.52,Normal
94,Sana Majumdar,4.39,28.21,49.6,62.34,18.8,163.34,High
95,Kavya Taneja,3.54,53.5,32.72,9.61,8.56,107.93,Normal
96,Miraan Mannan,3.31,7.01,24.79,9.94,17.91,62.96,Low
97,Samarth Sampath,4.61,5.3,18.01,70.71,38.22,136.85,High
98,Samiha Shan,3.42,53.87,8.93,70.62,19.4,156.24,High
99,Dhanush Maharaj,1.94,20.38,6.76,47.87,38.3,115.25,Normal
100,Rhea Sama,1.59,16.56,41.97,72.6,5.03,137.75,High
1,Charvi Cherian,2.97,45.2,38.14,31.7,1.84,119.85,Normal
2,Romil Khosla,4.71,31.98,25.9,29.26,11.37,103.22,Normal
3,Keya Sharaf,2.47,53.48,17.43,68.6,24.55,166.53,High
4,Dhruv Sankaran,2.17,33.37,24.72,67.11,12.58,139.95,High
5,Indrans Bhavsar,4.61,46.21,21.29,21.36,32.16,125.63,Normal
6,Tejas Lalla,1.22,49.73,8.75,76.74,34.85,171.29,High
7,Vivaan Vaidya,2.49,59.96,44.74,18.0,22.53,147.72,High
8,Khushi Chandran,4.63,46.81,26.02,75.98,14.9,168.34,High
9,Chirag Dugal,3.54,58.39,38.2,58.5,10.49,169.12,High
10,Kismat Bhalla,2.99,27.12,43.79,30.24,6.85,110.99,Normal
11,Alia D’Alia,1.21,9.35,56.38,79.19,8.4,154.53,High
12,Nitya Dyal,3.24,7.82,50.21,37.15,32.71,131.13,Normal
13,Anaya Choudhary,3.04,30.06,19.47,61.67,9.27,123.51,Normal
14,Jiya Sandal,1.2,54.23,14.95,56.32,27.6,154.3,High
15,Tara Borra,4.33,25.85,27.09,33.26,8.17,98.7,Low
16,Kiaan Cherian,3.68,21.37,35.77,52.81,17.76,131.39,Normal
17,Adira Lad,2.9,43.09,53.35,35.19,17.19,151.72,High
18,Reyansh Aggarwal,1.12,11.6,24.04,72.97,8.37,118.1,Normal
19,Ishaan Golla,1.76,28.78,11.75,64.42,24.16,130.87,Normal
20,Vihaan Kuruvilla,4.02,13.84,12.41,36.18,27.79,94.24,Low
21,Madhav Swaminathan,1.68,19.85,20.19,10.86,9.66,62.24,Low
22,Reyansh Dasgupta,1.27,11.54,27.63,34.51,9.62,84.57,Low
23,Ryan Tata,3.46,34.65,15.74,25.21,13.47,92.53,Low
24,Damini Kalita,4.6,22.76,55.77,77.51,28.53,189.17,High
25,Neysa Dhar,3.04,18.05,11.72,58.78,31.93,123.52,Normal
26,Arnav Chauhan,1.05,38.21,28.19,8.22,27.26,102.93,Normal
27,Rania Rastogi,1.12,59.66,15.61,47.78,22.08,146.25,High
28,Indrajit Ganguly,4.13,26.92,41.65,76.91,27.02,176.63,High
29,Akarsh Warrior,2.27,23.53,24.59,32.87,33.8,117.06,Normal
